order_id,customer_id,store_id,order_date,order_status,payment_method,shipping_cost
10309,5910,101,2024-02-04,Completed,Store Financing,14.99
10310,5930,101,2024-02-04,Returned,Credit Card,0.0
10311,5754,105,2024-02-05,Completed,Credit Card,0.0
10312,6387,101,2024-02-05,Completed,Store Financing,24.99
10313,6170,102,2024-02-05,Completed,Store Financing,0.0
10314,6090,104,2024-02-05,Completed,Apple Pay,0.0
10315,5576,102,2024-02-05,Completed,Apple Pay,0.0
10316,5848,102,2024-02-05,Completed,PayPal,0.0
10317,5753,101,2024-02-05,Completed,Credit Card,0.0
10318,5235,108,2024-02-05,Completed,PayPal,0.0
10319,6491,101,2024-02-05,Completed,Credit Card,14.99
10320,5482,101,2024-02-05,Completed,Credit Card,9.99
10321,6472,107,2024-02-05,Completed,PayPal,0.0
10322,5706,103,2024-02-05,Completed,Store Financing,0.0
10323,6227,101,2024-02-05,Completed,Apple Pay,0.0
10324,5077,101,2024-02-05,Completed,Bank Transfer,14.99
10325,5006,101,2024-02-06,Completed,Store Financing,0.0
10326,5808,101,2024-02-06,Completed,Credit Card,24.99
10327,5658,101,2024-02-06,Completed,Apple Pay,24.99
10328,5277,103,2024-02-06,Returned,PayPal,0.0
10329,5425,102,2024-02-06,Completed,Credit Card,0.0
10330,5732,101,2024-02-06,Completed,Store Financing,0.0
10331,6016,101,2024-02-06,Completed,Bank Transfer,14.99
10332,5833,101,2024-02-06,Completed,Apple Pay,24.99
10333,6349,102,2024-02-06,Completed,Credit Card,0.0
10334,5201,101,2024-02-06,Completed,PayPal,9.99
10335,5063,101,2024-02-06,Completed,Apple Pay,14.99
10336,5345,104,2024-02-06,Completed,Store Financing,0.0
10337,5577,101,2024-02-06,Completed,Credit Card,9.99
10338,6070,101,2024-02-06,Completed,Credit Card,24.99
10339,5994,108,2024-02-07,Completed,Bank Transfer,0.0
10340,5958,102,2024-02-07,Returned,Credit Card,0.0
10341,5063,103,2024-02-07,Completed,Store Financing,0.0
10342,5577,101,2024-02-07,Cancelled,PayPal,0.0
10343,5986,103,2024-02-07,Completed,Apple Pay,0.0
10344,5382,101,2024-02-07,Completed,Store Financing,0.0
10345,6349,101,2024-02-07,Completed,Credit Card,24.99
10346,5645,101,2024-02-07,Completed,Store Financing,0.0
10347,5897,101,2024-02-07,Completed,Bank Transfer,24.99
10348,5587,106,2024-02-07,Completed,Store Financing,0.0
10349,5071,101,2024-02-07,Completed,Credit Card,24.99
10350,6435,101,2024-02-07,Completed,Bank Transfer,9.99
10351,6326,103,2024-02-07,Cancelled,Apple Pay,0.0
10352,6029,101,2024-02-08,Completed,Store Financing,24.99
10353,5597,101,2024-02-08,Completed,Credit Card,14.99
10354,5224,101,2024-02-08,Completed,Bank Transfer,0.0
10355,5087,104,2024-02-08,Completed,PayPal,0.0
10356,6007,101,2024-02-08,Completed,PayPal,0.0
10357,6435,108,2024-02-08,Completed,PayPal,0.0
10358,5087,101,2024-02-08,Completed,PayPal,14.99
10359,6131,102,2024-02-09,Completed,Bank Transfer,0.0
10360,5587,106,2024-02-09,Completed,PayPal,0.0
10361,6073,101,2024-02-09,Returned,Bank Transfer,0.0
10362,5466,103,2024-02-09,Completed,Apple Pay,0.0
10363,5658,101,2024-02-09,Completed,PayPal,14.99
10364,5045,101,2024-02-09,Completed,Store Financing,14.99
10365,6016,105,2024-02-09,Returned,Credit Card,0.0
10366,5225,101,2024-02-09,Completed,Credit Card,14.99
10367,6357,101,2024-02-09,Completed,Store Financing,24.99
10368,5229,101,2024-02-09,Completed,PayPal,24.99
10369,6119,101,2024-02-09,Completed,Credit Card,9.99
10370,6429,102,2024-02-10,Completed,PayPal,0.0
10371,5838,108,2024-02-10,Completed,Apple Pay,0.0
10372,6381,101,2024-02-10,Completed,Bank Transfer,0.0
10373,6170,101,2024-02-10,Completed,Credit Card,14.99
10374,5605,102,2024-02-10,Completed,Bank Transfer,0.0
10375,6444,103,2024-02-10,Completed,Store Financing,0.0
10376,6281,102,2024-02-10,Completed,Apple Pay,0.0
10377,5869,101,2024-02-10,Completed,Credit Card,9.99
10378,5604,102,2024-02-10,Completed,Bank Transfer,0.0
10379,5349,101,2024-02-11,Completed,Store Financing,9.99
10380,5366,102,2024-02-11,Completed,Bank Transfer,0.0
10381,5224,101,2024-02-11,Completed,Credit Card,24.99
10382,6054,102,2024-02-11,Returned,Bank Transfer,0.0
10383,5675,101,2024-02-11,Completed,Credit Card,14.99
10384,5025,101,2024-02-11,Completed,PayPal,9.99
10385,5225,108,2024-02-11,Completed,Store Financing,0.0
10386,5706,101,2024-02-11,Completed,Apple Pay,24.99
10387,5771,101,2024-02-11,Completed,Store Financing,0.0
10388,5100,101,2024-02-11,Completed,Store Financing,0.0
10389,5658,102,2024-02-11,Completed,Credit Card,0.0
10390,6172,101,2024-02-11,Completed,Bank Transfer,24.99
10391,6350,104,2024-02-11,Completed,Bank Transfer,0.0
10392,5720,102,2024-02-11,Completed,Apple Pay,0.0
10393,5457,101,2024-02-11,Returned,Bank Transfer,14.99
10394,6119,101,2024-02-11,Completed,Credit Card,24.99
10395,5065,101,2024-02-12,Completed,Store Financing,9.99
10396,5896,101,2024-02-12,Completed,Store Financing,24.99
10397,6119,104,2024-02-12,Completed,Credit Card,0.0
10398,5104,101,2024-02-12,Completed,Store Financing,9.99
10399,5162,107,2024-02-12,Completed,Credit Card,0.0
10400,5595,101,2024-02-12,Completed,Store Financing,14.99
10401,5185,101,2024-02-12,Completed,PayPal,0.0
10402,5234,101,2024-02-12,Completed,PayPal,24.99
10403,5627,102,2024-02-13,Completed,PayPal,0.0
10404,6281,101,2024-02-13,Completed,Store Financing,14.99
10405,5025,101,2024-02-13,Completed,Apple Pay,14.99
10406,5332,102,2024-02-13,Completed,Apple Pay,0.0
10407,5178,101,2024-02-13,Completed,Store Financing,9.99
10408,5385,101,2024-02-13,Completed,Credit Card,0.0
10409,5996,101,2024-02-13,Completed,Credit Card,9.99
10410,6200,101,2024-02-14,Completed,PayPal,0.0
10411,5394,101,2024-02-14,Completed,Store Financing,24.99
10412,6461,107,2024-02-14,Completed,PayPal,0.0
10413,6444,101,2024-02-14,Completed,Credit Card,0.0
10414,5741,101,2024-02-14,Completed,Bank Transfer,0.0
10415,5271,101,2024-02-14,Completed,Bank Transfer,0.0
10416,5046,101,2024-02-15,Completed,Apple Pay,0.0
10417,5875,101,2024-02-15,Returned,Store Financing,24.99
10418,6004,102,2024-02-15,Completed,Credit Card,0.0
10419,5892,101,2024-02-15,Completed,Credit Card,14.99
10420,5751,101,2024-02-15,Completed,Bank Transfer,24.99
10421,6387,106,2024-02-15,Completed,Apple Pay,0.0
10422,6172,108,2024-02-15,Cancelled,Apple Pay,0.0
10423,5809,101,2024-02-15,Completed,Store Financing,24.99
10424,5750,101,2024-02-15,Completed,Apple Pay,24.99
10425,5328,101,2024-02-15,Completed,Apple Pay,9.99
10426,5077,102,2024-02-15,Completed,Credit Card,0.0
10427,5694,101,2024-02-15,Completed,Bank Transfer,24.99
10428,5645,103,2024-02-15,Completed,Bank Transfer,0.0
10429,5173,106,2024-02-15,Completed,Credit Card,0.0
10430,5224,101,2024-02-16,Completed,Credit Card,9.99
10431,5649,104,2024-02-16,Completed,Apple Pay,0.0
10432,5224,101,2024-02-16,Completed,Store Financing,0.0
10433,5505,102,2024-02-16,Completed,Bank Transfer,0.0
10434,5587,106,2024-02-16,Completed,PayPal,0.0
10435,5225,101,2024-02-16,Completed,Credit Card,9.99
10436,6435,101,2024-02-16,Completed,Store Financing,14.99
10437,5860,101,2024-02-16,Completed,Credit Card,9.99
10438,5354,107,2024-02-16,Completed,Store Financing,0.0
10439,5958,102,2024-02-16,Completed,Apple Pay,0.0
10440,5645,101,2024-02-17,Completed,Store Financing,0.0
10441,6429,102,2024-02-17,Completed,Bank Transfer,0.0
10442,5582,101,2024-02-17,Completed,Store Financing,24.99
10443,5443,101,2024-02-17,Completed,Bank Transfer,14.99
10444,6349,102,2024-02-17,Completed,Bank Transfer,0.0
10445,5111,102,2024-02-17,Completed,Apple Pay,0.0
10446,5508,107,2024-02-17,Completed,Bank Transfer,0.0
10447,5370,108,2024-02-17,Completed,Apple Pay,0.0
10448,5456,101,2024-02-17,Returned,Credit Card,24.99
10449,6010,101,2024-02-17,Completed,Store Financing,24.99
10450,5162,108,2024-02-17,Completed,Bank Transfer,0.0
10451,5915,101,2024-02-17,Completed,Store Financing,9.99
10452,6069,106,2024-02-17,Returned,Credit Card,0.0
10453,6021,101,2024-02-17,Completed,Store Financing,14.99
10454,5077,102,2024-02-17,Completed,Apple Pay,0.0
10455,6029,102,2024-02-17,Completed,Apple Pay,0.0
10456,6258,101,2024-02-18,Returned,Credit Card,24.99
10457,5087,101,2024-02-18,Completed,PayPal,24.99
10458,5201,101,2024-02-18,Completed,Credit Card,24.99
10459,5271,108,2024-02-18,Returned,Credit Card,0.0
10460,6435,107,2024-02-18,Completed,Bank Transfer,0.0
10461,6491,101,2024-02-18,Completed,Credit Card,0.0
10462,5395,101,2024-02-18,Completed,Apple Pay,14.99
10463,5822,102,2024-02-18,Completed,Apple Pay,0.0
10464,6169,108,2024-02-18,Completed,Store Financing,0.0
10465,6090,101,2024-02-18,Cancelled,Store Financing,9.99
10466,6119,104,2024-02-19,Completed,PayPal,0.0
10467,5587,101,2024-02-19,Completed,Credit Card,0.0
10468,5363,101,2024-02-19,Completed,Bank Transfer,24.99
10469,5372,101,2024-02-19,Completed,PayPal,14.99
10470,6374,106,2024-02-19,Completed,Credit Card,0.0
10471,6227,101,2024-02-19,Completed,PayPal,0.0
10472,5986,101,2024-02-19,Completed,Credit Card,14.99
10473,5875,108,2024-02-19,Completed,Credit Card,0.0
