item_id,order_id,product_id,quantity,unit_price,discount_percent
50071,10034,1001,1,450.0,0.0
50072,10034,1015,1,890.0,0.0
50073,10035,1017,3,45.0,0.0
50074,10035,1004,1,160.0,0.05
50075,10036,1014,4,149.0,0.0
50076,10036,1010,1,119.0,0.05
50077,10036,1008,1,240.0,0.25
50078,10037,1008,1,240.0,0.0
50079,10038,1007,2,75.0,0.1
50080,10039,1017,3,45.0,0.15
50081,10040,1001,1,450.0,0.05
50082,10040,1016,2,210.0,0.0
50083,10040,1007,1,75.0,0.05
50084,10041,1002,1,680.0,0.0
50085,10041,1018,1,175.0,0.0
50086,10041,1013,1,95.0,0.0
50087,10041,1017,3,45.0,0.05
50088,10042,1001,1,450.0,0.2
50089,10042,1010,1,119.0,0.1
50090,10042,1016,1,210.0,0.1
50091,10043,1008,1,240.0,0.1
50092,10044,1020,1,310.0,0.0
50093,10045,1017,1,45.0,0.2
50094,10045,1020,2,310.0,0.0
50095,10046,1013,2,95.0,0.25
50096,10046,1002,1,680.0,0.1
50097,10047,1009,1,320.0,0.1
50098,10048,1016,2,210.0,0.05
50099,10049,1012,1,49.0,0.0
50100,10050,1010,1,119.0,0.0
50101,10051,1017,1,45.0,0.15
50102,10052,1017,1,45.0,0.1
50103,10052,1020,1,310.0,0.1
50104,10053,1020,2,310.0,0.05
50105,10053,1008,1,240.0,0.15
50106,10054,1017,3,45.0,0.2
50107,10055,1018,1,175.0,0.0
50108,10056,1013,1,95.0,0.1
50109,10056,1019,1,260.0,0.15
50110,10057,1005,1,55.0,0.15
50111,10058,1020,1,310.0,0.0
50112,10058,1016,1,210.0,0.15
50113,10058,1008,1,240.0,0.0
50114,10059,1009,1,320.0,0.0
50115,10060,1004,1,160.0,0.15
50116,10061,1009,4,320.0,0.0
50117,10062,1014,1,149.0,0.0
50118,10063,1017,2,45.0,0.1
50119,10064,1008,1,240.0,0.1
50120,10065,1015,2,890.0,0.0
50121,10066,1006,1,130.0,0.2
50122,10067,1009,1,320.0,0.25
50123,10067,1012,1,49.0,0.15
50124,10067,1019,1,260.0,0.1
50125,10068,1013,2,95.0,0.0
50126,10068,1012,1,49.0,0.0
50127,10069,1004,1,160.0,0.05
50128,10069,1003,1,89.0,0.05
50129,10069,1013,1,95.0,0.15
50130,10070,1020,1,310.0,0.0
50131,10071,1011,1,520.0,0.05
50132,10072,1003,4,89.0,0.0
50133,10072,1011,1,520.0,0.0
50134,10073,1008,1,240.0,0.1
50135,10073,1020,1,310.0,0.0
50136,10073,1019,3,260.0,0.1
50137,10074,1017,1,45.0,0.1
50138,10075,1009,1,320.0,0.15
50139,10075,1014,1,149.0,0.0
50140,10075,1012,1,49.0,0.05
50141,10076,1017,1,45.0,0.1
50142,10077,1018,1,175.0,0.1
50143,10077,1008,1,240.0,0.1
50144,10078,1018,2,175.0,0.05
50145,10078,1002,1,680.0,0.0
50146,10079,1010,1,119.0,0.05
50147,10079,1011,1,520.0,0.0
50148,10080,1012,1,49.0,0.05
50149,10081,1008,2,240.0,0.0
50150,10081,1006,2,130.0,0.15
50151,10082,1013,2,95.0,0.0
50152,10082,1016,1,210.0,0.0
50153,10082,1005,1,55.0,0.0
50154,10083,1003,1,89.0,0.15
50155,10084,1002,3,680.0,0.1
50156,10084,1012,1,49.0,0.05
50157,10084,1004,1,160.0,0.2
50158,10084,1006,1,130.0,0.2
50159,10084,1001,3,450.0,0.0
50160,10085,1005,1,55.0,0.0
50161,10086,1002,3,680.0,0.1
50162,10087,1004,1,160.0,0.0
50163,10087,1012,1,49.0,0.0
50164,10087,1006,1,130.0,0.0
50165,10087,1017,1,45.0,0.05
50166,10088,1003,1,89.0,0.15
50167,10088,1011,1,520.0,0.15
50168,10088,1017,1,45.0,0.0
50169,10089,1013,1,95.0,0.0
50170,10090,1010,2,119.0,0.1
50171,10091,1019,1,260.0,0.15
50172,10091,1018,1,175.0,0.0
50173,10091,1006,1,130.0,0.0
50174,10092,1017,1,45.0,0.05
50175,10092,1006,1,130.0,0.0
50176,10093,1007,1,75.0,0.1
50177,10094,1004,1,160.0,0.15
50178,10094,1010,1,119.0,0.0
50179,10094,1001,1,450.0,0.0
50180,10094,1008,2,240.0,0.0
50181,10095,1014,1,149.0,0.2
50182,10095,1019,1,260.0,0.0
50183,10095,1010,1,119.0,0.05
50184,10096,1001,1,450.0,0.05
50185,10097,1004,1,160.0,0.15
50186,10098,1007,4,75.0,0.0
50187,10098,1005,1,55.0,0.0
50188,10098,1017,2,45.0,0.0
50189,10099,1005,1,55.0,0.05
50190,10100,1001,3,450.0,0.0
50191,10101,1002,3,680.0,0.0
50192,10101,1013,1,95.0,0.05
50193,10101,1019,1,260.0,0.05
50194,10101,1005,1,55.0,0.0
50195,10102,1011,1,520.0,0.0
50196,10102,1002,1,680.0,0.0
50197,10103,1008,1,240.0,0.1
50198,10103,1001,2,450.0,0.0
50199,10103,1013,1,95.0,0.05
50200,10103,1019,1,260.0,0.0
50201,10104,1020,1,310.0,0.15
50202,10105,1015,1,890.0,0.0
50203,10105,1016,1,210.0,0.25
50204,10105,1005,1,55.0,0.0
50205,10105,1020,1,310.0,0.15
50206,10105,1012,1,49.0,0.0
50207,10106,1005,2,55.0,0.05
50208,10106,1012,1,49.0,0.25
50209,10106,1007,1,75.0,0.0
50210,10106,1013,1,95.0,0.0
50211,10106,1014,1,149.0,0.0
50212,10107,1015,1,890.0,0.15
50213,10108,1004,1,160.0,0.05
50214,10109,1006,1,130.0,0.15
50215,10110,1006,1,130.0,0.15
50216,10111,1003,1,89.0,0.2
50217,10111,1020,2,310.0,0.0
50218,10112,1007,2,75.0,0.05
50219,10112,1010,2,119.0,0.1
50220,10113,1004,2,160.0,0.0
50221,10114,1014,1,149.0,0.0
50222,10114,1006,2,130.0,0.0
50223,10114,1018,1,175.0,0.2
50224,10114,1016,2,210.0,0.0
50225,10115,1001,1,450.0,0.15
50226,10115,1019,3,260.0,0.1
50227,10116,1003,1,89.0,0.1
50228,10116,1012,1,49.0,0.2
50229,10116,1020,1,310.0,0.2
50230,10117,1003,1,89.0,0.2
50231,10118,1012,4,49.0,0.2
50232,10118,1009,1,320.0,0.0
50233,10118,1007,1,75.0,0.1
50234,10118,1017,1,45.0,0.0
50235,10118,1019,4,260.0,0.0
50236,10119,1013,1,95.0,0.0
50237,10119,1020,2,310.0,0.2
50238,10119,1002,2,680.0,0.05
50239,10119,1009,1,320.0,0.2
50240,10120,1015,2,890.0,0.0
50241,10121,1005,2,55.0,0.0
50242,10122,1003,1,89.0,0.0
50243,10122,1001,2,450.0,0.0
50244,10122,1019,1,260.0,0.25
50245,10123,1002,1,680.0,0.05
50246,10123,1005,1,55.0,0.0
50247,10124,1003,1,89.0,0.1
50248,10125,1019,1,260.0,0.1
50249,10125,1002,1,680.0,0.25
50250,10126,1003,1,89.0,0.0
50251,10126,1007,4,75.0,0.0
50252,10127,1003,1,89.0,0.15
50253,10128,1015,3,890.0,0.1
50254,10128,1001,1,450.0,0.15
50255,10129,1016,1,210.0,0.05
50256,10129,1012,1,49.0,0.2
50257,10130,1015,1,890.0,0.15
50258,10131,1005,1,55.0,0.0
50259,10131,1013,1,95.0,0.0
50260,10132,1006,1,130.0,0.15
50261,10133,1007,1,75.0,0.05
50262,10134,1016,1,210.0,0.05
50263,10135,1006,1,130.0,0.1
50264,10135,1011,1,520.0,0.0
50265,10135,1010,1,119.0,0.1
50266,10135,1014,1,149.0,0.1
50267,10136,1011,1,520.0,0.2
50268,10137,1011,1,520.0,0.15
50269,10138,1008,1,240.0,0.05
50270,10139,1020,1,310.0,0.05
50271,10139,1011,2,520.0,0.2
50272,10139,1003,1,89.0,0.0
50273,10140,1002,1,680.0,0.0
50274,10141,1009,1,320.0,0.0
50275,10141,1011,2,520.0,0.0
50276,10142,1010,1,119.0,0.0
50277,10142,1002,2,680.0,0.0
50278,10143,1007,1,75.0,0.0
50279,10144,1005,1,55.0,0.0
50280,10144,1015,2,890.0,0.0
50281,10144,1013,1,95.0,0.0
50282,10145,1002,1,680.0,0.15
50283,10145,1010,1,119.0,0.1
50284,10146,1004,1,160.0,0.15
50285,10147,1011,2,520.0,0.05
50286,10148,1003,1,89.0,0.0
50287,10148,1007,2,75.0,0.0
50288,10149,1008,1,240.0,0.0
50289,10150,1011,2,520.0,0.05
50290,10150,1013,1,95.0,0.05
50291,10151,1019,1,260.0,0.0
50292,10152,1006,1,130.0,0.1
50293,10152,1013,2,95.0,0.15
50294,10153,1007,2,75.0,0.0
50295,10154,1015,1,890.0,0.25
50296,10154,1001,1,450.0,0.15
50297,10155,1007,2,75.0,0.15
50298,10155,1020,1,310.0,0.1
50299,10156,1006,2,130.0,0.0
50300,10157,1020,2,310.0,0.05
50301,10157,1006,3,130.0,0.0
50302,10157,1016,1,210.0,0.0
50303,10157,1018,1,175.0,0.0
50304,10157,1010,1,119.0,0.0
50305,10158,1012,1,49.0,0.0
50306,10159,1001,1,450.0,0.0
50307,10160,1001,2,450.0,0.2
50308,10161,1019,1,260.0,0.15
50309,10161,1018,1,175.0,0.15
50310,10161,1009,1,320.0,0.0
50311,10162,1014,1,149.0,0.0
50312,10162,1006,1,130.0,0.05
50313,10162,1001,1,450.0,0.0
50314,10163,1015,1,890.0,0.0
50315,10163,1016,2,210.0,0.05
50316,10164,1013,1,95.0,0.3
50317,10165,1014,3,149.0,0.0
50318,10165,1012,1,49.0,0.0
50319,10166,1006,1,130.0,0.1
50320,10166,1002,1,680.0,0.0
50321,10166,1011,1,520.0,0.1
50322,10167,1013,2,95.0,0.3
50323,10167,1003,1,89.0,0.1
50324,10167,1014,1,149.0,0.0
50325,10168,1011,1,520.0,0.05
50326,10168,1012,1,49.0,0.05
50327,10169,1015,2,890.0,0.2
50328,10169,1005,1,55.0,0.0
50329,10170,1010,2,119.0,0.0
50330,10170,1008,1,240.0,0.05
50331,10171,1007,1,75.0,0.05
50332,10172,1013,1,95.0,0.0
50333,10172,1001,1,450.0,0.1
50334,10172,1010,1,119.0,0.1
50335,10172,1011,1,520.0,0.05
50336,10173,1013,2,95.0,0.05
50337,10173,1018,1,175.0,0.2
50338,10174,1016,2,210.0,0.0
50339,10175,1011,1,520.0,0.05
50340,10175,1008,1,240.0,0.1
50341,10176,1016,2,210.0,0.0
50342,10176,1006,1,130.0,0.0
50343,10177,1016,1,210.0,0.05
50344,10178,1008,1,240.0,0.05
50345,10179,1005,1,55.0,0.25
50346,10180,1014,2,149.0,0.05
50347,10180,1001,1,450.0,0.05
50348,10180,1017,1,45.0,0.05
50349,10181,1012,1,49.0,0.0
50350,10181,1016,2,210.0,0.0
50351,10181,1013,1,95.0,0.0
50352,10182,1016,3,210.0,0.1
50353,10182,1003,1,89.0,0.0
50354,10183,1013,1,95.0,0.1
50355,10183,1001,1,450.0,0.1
50356,10184,1008,2,240.0,0.15
50357,10185,1013,1,95.0,0.1
50358,10186,1005,1,55.0,0.2
50359,10186,1003,1,89.0,0.0
50360,10186,1016,2,210.0,0.1
50361,10187,1014,1,149.0,0.0
50362,10188,1008,1,240.0,0.0
50363,10189,1013,1,95.0,0.05
50364,10190,1010,1,119.0,0.0
50365,10190,1016,2,210.0,0.05
50366,10191,1011,1,520.0,0.05
50367,10191,1018,1,175.0,0.0
50368,10192,1011,2,520.0,0.1
50369,10193,1020,1,310.0,0.1
50370,10194,1012,1,49.0,0.0
50371,10195,1010,1,119.0,0.0
50372,10196,1013,1,95.0,0.0
50373,10197,1009,3,320.0,0.15
50374,10197,1004,4,160.0,0.0
50375,10198,1018,1,175.0,0.0
50376,10198,1019,1,260.0,0.05
50377,10198,1009,4,320.0,0.1
50378,10198,1017,1,45.0,0.05
50379,10199,1003,1,89.0,0.1
50380,10200,1020,1,310.0,0.15
50381,10201,1019,1,260.0,0.0
50382,10202,1006,1,130.0,0.05
50383,10203,1014,1,149.0,0.05
50384,10204,1008,1,240.0,0.05
50385,10205,1003,1,89.0,0.05
50386,10206,1009,1,320.0,0.1
50387,10207,1017,1,45.0,0.15
50388,10208,1013,1,95.0,0.1
50389,10208,1016,1,210.0,0.0
50390,10208,1001,1,450.0,0.0
50391,10209,1015,2,890.0,0.0
50392,10210,1006,2,130.0,0.1
50393,10210,1008,1,240.0,0.15
50394,10211,1006,1,130.0,0.05
50395,10212,1005,2,55.0,0.0
50396,10213,1008,1,240.0,0.1
50397,10213,1003,2,89.0,0.2
50398,10214,1006,1,130.0,0.0
50399,10214,1008,2,240.0,0.0
50400,10214,1001,2,450.0,0.0
50401,10214,1007,2,75.0,0.0
50402,10215,1005,2,55.0,0.0
50403,10216,1015,1,890.0,0.05
50404,10216,1006,1,130.0,0.05
50405,10217,1017,2,45.0,0.1
50406,10218,1017,1,45.0,0.05
50407,10218,1012,1,49.0,0.05
50408,10218,1013,2,95.0,0.0
50409,10218,1009,1,320.0,0.05
50410,10219,1012,1,49.0,0.05
50411,10220,1019,2,260.0,0.05
50412,10221,1008,2,240.0,0.0
50413,10222,1014,1,149.0,0.0
50414,10222,1002,1,680.0,0.0
50415,10223,1010,1,119.0,0.1
50416,10224,1013,1,95.0,0.1
50417,10225,1019,2,260.0,0.05
50418,10225,1004,1,160.0,0.1
50419,10225,1015,1,890.0,0.15
50420,10226,1015,1,890.0,0.1
50421,10227,1009,1,320.0,0.0
50422,10227,1013,1,95.0,0.0
50423,10228,1009,1,320.0,0.0
50424,10228,1007,2,75.0,0.0
50425,10229,1016,2,210.0,0.0
50426,10229,1004,1,160.0,0.05
50427,10229,1003,1,89.0,0.25
50428,10229,1015,1,890.0,0.1
50429,10230,1019,1,260.0,0.1
50430,10230,1017,2,45.0,0.0
50431,10231,1010,3,119.0,0.0
50432,10231,1016,2,210.0,0.0
50433,10231,1013,1,95.0,0.0
50434,10231,1002,2,680.0,0.1
50435,10232,1013,1,95.0,0.0
50436,10233,1002,2,680.0,0.0
50437,10233,1014,1,149.0,0.0
50438,10233,1013,3,95.0,0.0
50439,10234,1013,2,95.0,0.0
50440,10234,1014,1,149.0,0.0
50441,10235,1002,1,680.0,0.1
50442,10235,1005,1,55.0,0.15
50443,10236,1002,4,680.0,0.0
50444,10237,1016,1,210.0,0.1
50445,10237,1004,1,160.0,0.15
50446,10237,1009,1,320.0,0.0
50447,10238,1020,1,310.0,0.0
50448,10239,1012,1,49.0,0.15
50449,10239,1017,1,45.0,0.15
50450,10239,1010,1,119.0,0.3
50451,10240,1005,1,55.0,0.0
50452,10241,1003,1,89.0,0.0
50453,10242,1018,1,175.0,0.0
50454,10243,1011,2,520.0,0.15
50455,10243,1015,1,890.0,0.1
50456,10243,1005,3,55.0,0.15
50457,10244,1014,1,149.0,0.1
50458,10244,1003,1,89.0,0.05
50459,10244,1016,3,210.0,0.15
50460,10244,1011,1,520.0,0.0
50461,10245,1001,1,450.0,0.15
50462,10246,1017,1,45.0,0.1
50463,10246,1009,4,320.0,0.05
50464,10247,1019,1,260.0,0.2
50465,10247,1018,1,175.0,0.0
50466,10248,1014,2,149.0,0.15
50467,10248,1015,1,890.0,0.0
50468,10248,1008,2,240.0,0.2
50469,10249,1002,3,680.0,0.0
50470,10249,1008,1,240.0,0.0
50471,10250,1001,1,450.0,0.0
50472,10250,1017,1,45.0,0.0
50473,10250,1010,2,119.0,0.1
50474,10250,1002,2,680.0,0.0
50475,10251,1014,1,149.0,0.05
50476,10252,1003,2,89.0,0.1
50477,10252,1005,1,55.0,0.0
50478,10253,1011,2,520.0,0.15
50479,10253,1004,1,160.0,0.0
50480,10253,1017,1,45.0,0.0
50481,10254,1007,1,75.0,0.0
50482,10255,1011,1,520.0,0.15
50483,10256,1013,2,95.0,0.05
50484,10257,1016,1,210.0,0.0
50485,10257,1019,4,260.0,0.0
50486,10258,1012,1,49.0,0.0
50487,10259,1012,2,49.0,0.0
50488,10259,1011,2,520.0,0.1
50489,10259,1014,1,149.0,0.0
50490,10259,1001,1,450.0,0.05
50491,10259,1019,4,260.0,0.15
50492,10260,1018,2,175.0,0.0
50493,10261,1013,1,95.0,0.15
50494,10261,1005,4,55.0,0.25
50495,10262,1010,1,119.0,0.15
50496,10263,1003,1,89.0,0.0
50497,10263,1008,2,240.0,0.15
50498,10264,1018,1,175.0,0.0
50499,10264,1010,3,119.0,0.0
50500,10264,1020,2,310.0,0.0
50501,10264,1019,1,260.0,0.05
50502,10265,1016,1,210.0,0.15
50503,10266,1006,1,130.0,0.2
50504,10267,1005,1,55.0,0.1
50505,10267,1006,1,130.0,0.0
50506,10268,1008,1,240.0,0.1
50507,10268,1002,1,680.0,0.15
50508,10269,1013,1,95.0,0.15
50509,10269,1019,1,260.0,0.25
50510,10269,1007,1,75.0,0.15
50511,10269,1009,1,320.0,0.0
50512,10269,1005,1,55.0,0.0
50513,10270,1007,2,75.0,0.0
50514,10270,1004,1,160.0,0.0
50515,10271,1014,1,149.0,0.1
50516,10272,1007,2,75.0,0.2
50517,10273,1009,1,320.0,0.0
50518,10274,1007,1,75.0,0.0
50519,10274,1014,1,149.0,0.0
50520,10275,1015,1,890.0,0.05
50521,10276,1009,1,320.0,0.0
50522,10276,1006,2,130.0,0.1
50523,10276,1016,1,210.0,0.3
50524,10276,1008,1,240.0,0.1
50525,10277,1009,2,320.0,0.1
50526,10277,1008,2,240.0,0.2
50527,10277,1018,1,175.0,0.25
50528,10278,1001,1,450.0,0.0
50529,10278,1016,1,210.0,0.15
50530,10279,1020,1,310.0,0.0
50531,10279,1019,1,260.0,0.0
50532,10280,1008,1,240.0,0.0
50533,10280,1018,3,175.0,0.0
50534,10281,1002,1,680.0,0.05
50535,10282,1005,1,55.0,0.0
50536,10283,1009,1,320.0,0.2
50537,10284,1003,2,89.0,0.0
50538,10284,1009,1,320.0,0.05
50539,10285,1017,1,45.0,0.2
50540,10286,1018,1,175.0,0.3
50541,10286,1006,1,130.0,0.1
50542,10286,1001,1,450.0,0.15
50543,10287,1007,1,75.0,0.1
50544,10287,1005,1,55.0,0.0
50545,10287,1010,1,119.0,0.2
50546,10288,1003,2,89.0,0.0
50547,10289,1014,1,149.0,0.0
50548,10289,1004,1,160.0,0.05
50549,10290,1018,3,175.0,0.2
50550,10290,1017,2,45.0,0.2
50551,10291,1018,1,175.0,0.0
50552,10292,1018,3,175.0,0.0
50553,10293,1006,1,130.0,0.0
50554,10294,1018,1,175.0,0.1
50555,10295,1002,2,680.0,0.0
50556,10295,1014,2,149.0,0.0
50557,10295,1016,1,210.0,0.1
50558,10296,1011,1,520.0,0.05
50559,10297,1001,1,450.0,0.15
50560,10297,1020,2,310.0,0.1
50561,10297,1003,1,89.0,0.0
50562,10298,1002,1,680.0,0.2
50563,10298,1001,1,450.0,0.05
50564,10299,1018,2,175.0,0.1
50565,10300,1010,1,119.0,0.15
50566,10301,1002,1,680.0,0.0
50567,10301,1020,1,310.0,0.0
50568,10302,1013,1,95.0,0.0
50569,10302,1020,1,310.0,0.0
50570,10303,1006,2,130.0,0.05
50571,10304,1002,1,680.0,0.0
50572,10305,1017,1,45.0,0.0
50573,10305,1001,2,450.0,0.0
50574,10305,1009,3,320.0,0.05
50575,10306,1003,1,89.0,0.0
50576,10306,1013,1,95.0,0.05
50577,10307,1010,1,119.0,0.0
50578,10307,1014,2,149.0,0.05
50579,10308,1010,3,119.0,0.0
50580,10309,1013,2,95.0,0.2
50581,10309,1006,1,130.0,0.05
50582,10309,1012,1,49.0,0.1
50583,10309,1018,1,175.0,0.1
50584,10310,1010,2,119.0,0.2
50585,10310,1014,1,149.0,0.25
50586,10311,1010,3,119.0,0.15
50587,10311,1008,1,240.0,0.1
50588,10311,1007,1,75.0,0.2
50589,10311,1018,1,175.0,0.15
50590,10311,1017,2,45.0,0.15
50591,10312,1004,1,160.0,0.25
50592,10312,1018,1,175.0,0.0
50593,10313,1008,2,240.0,0.1
50594,10313,1002,1,680.0,0.15
50595,10314,1004,1,160.0,0.0
50596,10314,1015,2,890.0,0.2
50597,10314,1017,1,45.0,0.0
50598,10314,1014,2,149.0,0.0
50599,10314,1001,1,450.0,0.0
50600,10315,1016,1,210.0,0.1
50601,10315,1009,1,320.0,0.15
50602,10316,1020,2,310.0,0.0
50603,10317,1019,1,260.0,0.0
50604,10317,1010,1,119.0,0.05
50605,10317,1004,2,160.0,0.1
50606,10318,1020,1,310.0,0.0
50607,10318,1017,1,45.0,0.0
50608,10318,1005,1,55.0,0.0
50609,10318,1003,1,89.0,0.05
50610,10319,1011,1,520.0,0.05
50611,10319,1008,1,240.0,0.15
50612,10320,1001,3,450.0,0.2
50613,10321,1013,2,95.0,0.0
50614,10322,1007,1,75.0,0.0
50615,10323,1017,1,45.0,0.0
50616,10323,1018,1,175.0,0.05
50617,10323,1006,2,130.0,0.1
50618,10324,1002,1,680.0,0.0
50619,10325,1002,1,680.0,0.1
50620,10325,1017,1,45.0,0.15
50621,10326,1019,2,260.0,0.1
50622,10326,1006,2,130.0,0.1
50623,10326,1013,2,95.0,0.15
50624,10326,1014,1,149.0,0.15
50625,10326,1018,2,175.0,0.0
50626,10327,1019,1,260.0,0.1
50627,10327,1008,1,240.0,0.15
50628,10328,1008,1,240.0,0.0
50629,10329,1001,4,450.0,0.0
50630,10330,1006,1,130.0,0.2
50631,10330,1007,1,75.0,0.1
50632,10331,1017,1,45.0,0.1
50633,10331,1005,1,55.0,0.15
50634,10332,1004,1,160.0,0.1
50635,10332,1005,2,55.0,0.0
50636,10332,1014,1,149.0,0.05
50637,10333,1013,1,95.0,0.05
50638,10333,1019,2,260.0,0.0
50639,10333,1020,1,310.0,0.1
50640,10334,1011,4,520.0,0.15
50641,10334,1019,1,260.0,0.0
50642,10334,1020,1,310.0,0.1
50643,10335,1002,2,680.0,0.0
50644,10335,1001,2,450.0,0.0
50645,10336,1002,1,680.0,0.2
50646,10337,1011,3,520.0,0.05
50647,10337,1001,1,450.0,0.1
50648,10337,1002,1,680.0,0.1
50649,10338,1006,2,130.0,0.1
50650,10339,1001,1,450.0,0.0
50651,10340,1019,3,260.0,0.05
50652,10340,1003,1,89.0,0.2
50653,10340,1009,1,320.0,0.0
50654,10340,1001,1,450.0,0.0
50655,10340,1013,3,95.0,0.0
50656,10341,1018,2,175.0,0.0
50657,10342,1006,1,130.0,0.0
50658,10343,1016,1,210.0,0.2
50659,10344,1018,1,175.0,0.0
50660,10344,1010,3,119.0,0.2
50661,10344,1019,1,260.0,0.0
50662,10345,1002,1,680.0,0.0
50663,10346,1015,2,890.0,0.0
50664,10346,1016,2,210.0,0.1
50665,10346,1017,2,45.0,0.2
50666,10346,1006,1,130.0,0.15
50667,10347,1018,1,175.0,0.15
50668,10348,1008,2,240.0,0.15
50669,10348,1018,1,175.0,0.1
50670,10348,1020,1,310.0,0.0
50671,10349,1019,1,260.0,0.2
50672,10349,1018,1,175.0,0.05
50673,10349,1014,1,149.0,0.2
50674,10350,1001,1,450.0,0.0
50675,10350,1012,1,49.0,0.0
50676,10350,1020,1,310.0,0.0
50677,10351,1011,1,520.0,0.0
50678,10352,1002,2,680.0,0.0
50679,10352,1018,1,175.0,0.1
50680,10352,1019,1,260.0,0.1
50681,10353,1020,1,310.0,0.15
50682,10353,1008,1,240.0,0.0
50683,10353,1018,3,175.0,0.1
50684,10354,1010,1,119.0,0.1
50685,10354,1012,1,49.0,0.15
50686,10355,1018,1,175.0,0.0
50687,10356,1015,3,890.0,0.0
50688,10356,1009,1,320.0,0.25
50689,10356,1013,1,95.0,0.1
50690,10356,1003,1,89.0,0.0
50691,10357,1005,1,55.0,0.0
50692,10357,1011,1,520.0,0.05
50693,10357,1017,1,45.0,0.05
50694,10358,1009,2,320.0,0.1
50695,10359,1019,1,260.0,0.0
50696,10360,1005,1,55.0,0.15
50697,10360,1018,2,175.0,0.15
50698,10361,1006,1,130.0,0.1
50699,10362,1016,2,210.0,0.0
50700,10362,1006,1,130.0,0.0
50701,10363,1012,1,49.0,0.3
50702,10363,1004,1,160.0,0.1
50703,10364,1018,2,175.0,0.15
50704,10364,1011,1,520.0,0.0
50705,10364,1001,1,450.0,0.0
50706,10364,1019,1,260.0,0.2
50707,10365,1020,1,310.0,0.15
50708,10365,1016,1,210.0,0.0
50709,10365,1006,2,130.0,0.0
50710,10365,1002,1,680.0,0.05
50711,10366,1007,1,75.0,0.05
50712,10366,1004,2,160.0,0.15
50713,10366,1020,1,310.0,0.15
50714,10367,1002,3,680.0,0.0
50715,10367,1001,2,450.0,0.15
50716,10367,1009,1,320.0,0.15
50717,10368,1017,3,45.0,0.0
50718,10369,1001,1,450.0,0.15
50719,10369,1009,1,320.0,0.2
50720,10369,1012,1,49.0,0.0
50721,10370,1011,1,520.0,0.2
50722,10371,1014,2,149.0,0.0
50723,10371,1012,1,49.0,0.05
50724,10372,1014,3,149.0,0.0
50725,10372,1011,1,520.0,0.0
50726,10372,1001,1,450.0,0.1
50727,10372,1005,1,55.0,0.2
50728,10373,1003,1,89.0,0.05
50729,10373,1007,1,75.0,0.1
50730,10373,1001,1,450.0,0.15
50731,10374,1013,1,95.0,0.2
50732,10374,1020,1,310.0,0.0
50733,10375,1010,1,119.0,0.0
50734,10375,1014,1,149.0,0.0
